checking_acc_status,duration,cred_hist,purpose,loan_amt,saving_acc_bonds,present_employment_since,installment_rate,personal_stat_gender,other_debtors_guarantors,present_residence_since,property,age,other_installment_plans,housing,num_curr_loans,job,num_people_provide_maint,telephone,is_foreign_worker,target
above:200,12,curr_loans_paid_duly,furniture_equipment,1474.0,below_100,below_1y,4,female:divorced_or_married,none,1,life_insurance_or_aggreements,33.0,bank,own,1,management_or_self_emp,1,yes,yes,good
below_200,45,risky_acc_or_curr_loan_other,radio_tv,4746.0,below_100,below_1y,4,male:single,none,2,life_insurance_or_aggreements,25.0,none,forfree,2,unskilled_resident,1,no,yes,bad
no_cheking_acc,48,risky_acc_or_curr_loan_other,education,6110.0,below_100,below_4y,1,male:single,none,3,unknown_or_no_property,31.0,bank,for_free,1,skilled_official,1,yes,yes,good
above:200,18,curr_loans_paid_duly,radio_tv,2100.0,below_100,below_4y,4,male:single,co_applicant,2,real_estate,37.0,store,own,1,skilled_official,1,no,yes,bad
above:200,10,curr_loans_paid_duly,domestic_applience,1225.0,below_100,below_4y,2,male:single,none,2,car_or_other,37.0,none,own,1,skilled_official,1,yes,yes,good
below_200,9,curr_loans_paid_duly,radio_tv,458.0,below_100,below_4y,4,male:single,none,3,real_estate,24.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,30,curr_loans_paid_duly,radio_tv,2333.0,below_1000,above_7y,4,male:single,none,2,car_or_other,30.0,bank,own,1,management_or_self_emp,1,no,yes,good
below_200,12,curr_loans_paid_duly,radio_tv,1158.0,below_1000,below_4y,3,male:divorced,none,1,car_or_other,26.0,none,own,1,skilled_official,1,yes,yes,good
below_200,18,delay_in_past,repairs,6204.0,below_100,below_4y,2,male:single,none,4,real_estate,44.0,none,own,1,unskilled_resident,2,yes,yes,good
below_0,30,risky_acc_or_curr_loan_other,car_used,6187.0,below_500,below_7y,1,male:married_or_widowed,none,4,car_or_other,24.0,none,rent,2,skilled_official,1,no,yes,good
below_0,48,risky_acc_or_curr_loan_other,car_used,6143.0,below_100,above_7y,4,female:divorced_or_married,none,4,unknown_or_no_property,58.0,store,for_free,2,unskilled_resident,1,no,yes,bad
no_cheking_acc,11,risky_acc_or_curr_loan_other,car-neew,1393.0,below_100,below_1y,4,female:divorced_or_married,none,4,car_or_other,35.0,none,own,2,management_or_self_emp,1,no,yes,good
no_cheking_acc,36,curr_loans_paid_duly,radio_tv,2299.0,below_1000,above_7y,4,male:single,none,4,car_or_other,39.0,none,own,1,skilled_official,1,no,yes,good
below_0,6,curr_loans_paid_duly,car_used,1352.0,below_1000,unemployed,1,female:divorced_or_married,none,2,life_insurance_or_aggreements,23.0,none,rent,1,unemployed_non_resident,1,yes,yes,good
no_cheking_acc,11,risky_acc_or_curr_loan_other,car_new,7228.0,below_100,below_4y,1,male:single,none,4,life_insurance_or_aggreements,39.0,none,own,2,unskilled_resident,1,no,yes,good
no_cheking_acc,12,curr_loans_paid_duly,radio_tv,2073.0,below_500,below_4y,4,female:divorced_or_married,co_applicant,2,real_estate,28.0,none,own,1,skilled_official,1,no,yes,good
below_200,24,delay_in_past,furniture_equipment,9999999.0,unknown_no_saving_acc,below_1y,4,male:single,none,2,life_insurance_or_aggreements,29.0,bank,own,1,unskilled_resident,1,no,yes,good
below_200,27,delay_in_past,car_used,5965.0,below_100,above_7y,1,male:single,none,2,car_or_other,30.0,none,own,2,management_or_self_emp,1,yes,yes,good
no_cheking_acc,12,curr_loans_paid_duly,radio_tv,1262.0,below_100,below_4y,3,male:single,none,2,car_or_other,25.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,18,curr_loans_paid_duly,car_used,3378.0,unknown_no_saving_acc,below_4y,2,male:single,none,1,life_insurance_or_aggreements,31.0,none,own,1,skilled_official,1,yes,yes,good
below_200,36,delay_in_past,car_new,2225.0,below_100,above_7y,4,male:single,none,4,unknown_or_no_property,57.0,bank,for_free,2,skilled_official,1,yes,yes,bad
no_cheking_acc,6,paid_duly_this_bank,car_new,783.0,unknown_no_saving_acc,below_4y,1,male:single,guarantor,2,real_estate,26.0,store,own,1,unskilled_resident,2,no,yes,good
below_200,12,curr_loans_paid_duly,radio_tv,6468.0,unknown_no_saving_acc,unemployed,2,male:single,none,1,unknown_or_no_property,52.0,none,own,1,management_or_self_emp,1,yes,yes,bad
no_cheking_acc,36,risky_acc_or_curr_loan_other,radio_tv,9566.0,below_100,below_4y,2,female:divorced_or_married,none,2,car_or_other,31.0,store,own,2,skilled_official,1,no,yes,good
above:200,18,curr_loans_paid_duly,car_new,1961.0,below_100,above_7y,3,female:divorced_or_married,none,2,car_or_other,23.0,none,own,1,management_or_self_emp,1,no,yes,good
below_0,36,risky_acc_or_curr_loan_other,furniture_equipment,6229.0,below_100,below_1y,4,female:divorced_or_married,co_applicant,4,unknown_or_no_property,23.0,none,rent,2,unskilled_resident,1,yes,yes,bad
below_200,9,curr_loans_paid_duly,business,1391.0,below_100,below_4y,2,male:married_or_widowed,none,1,real_estate,-5.0,bank,own,1,skilled_official,1,yes,yes,good
below_200,15,risky_acc_or_curr_loan_other,radio_tv,1537.0,unknown_no_saving_acc,above_7y,4,male:single,guarantor,4,real_estate,50.0,none,own,2,skilled_official,1,yes,yes,good
below_200,36,no_loan_or_paid_duly_other,business,1953.0,below_100,above_7y,4,male:single,none,4,unknown_or_no_property,61.0,none,for_free,1,management_or_self_emp,1,yes,yes,bad
below_200,48,no_loan_or_paid_duly_other,business,14421.0,below_100,below_4y,2,male:single,none,2,car_or_other,25.0,none,own,1,skilled_official,1,yes,yes,bad
no_cheking_acc,24,curr_loans_paid_duly,radio_tv,3181.0,below_100,below_1y,4,female:divorced_or_married,none,4,life_insurance_or_aggreements,26.0,none,own,1,skilled_official,1,yes,yes,good
no_cheking_acc,27,curr_loans_paid_duly,repairs,5190.0,unknown_no_saving_acc,above_7y,4,male:single,none,4,life_insurance_or_aggreements,48.0,none,own,4,skilled_official,2,yes,yes,good
no_cheking_acc,12,curr_loans_paid_duly,radio_tv,2171.0,below_100,below_1y,2,female:divorced_or_married,none,2,car_or_other,29.0,bank,own,1,skilled_official,1,no,yes,good
below_200,12,curr_loans_paid_duly,car_new,1007.0,above_1000,below_4y,4,male:married_or_widowed,none,1,real_estate,22.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,36,curr_loans_paid_duly,education,1819.0,below_100,below_4y,4,male:single,none,4,unknown_or_no_property,37.0,store,for_free,1,skilled_official,1,yes,yes,bad
no_cheking_acc,36,curr_loans_paid_duly,radio_tv,2394.0,unknown_no_saving_acc,below_4y,4,female:divorced_or_married,none,4,car_or_other,25.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,twelve,curr_loans_paid_duly,car_used,8133.0,below_100,below_4y,1,female:divorced_or_married,none,2,life_insurance_or_aggreements,30.0,bank,own,1,skilled_official,1,no,yes,good
no_cheking_acc,7,risky_acc_or_curr_loan_other,radio_tv,730.0,unknown_no_saving_acc,above_7y,4,male:single,none,2,life_insurance_or_aggreements,46.0,none,rent,2,unskilled_resident,1,yes,yes,good
below_0,8,risky_acc_or_curr_loan_other,others,1164.0,below_100,above_7y,3,male:single,none,4,unknown_or_no_property,51.0,bank,for_free,2,management_or_self_emp,2,yes,yes,good
below_200,42,risky_acc_or_curr_loan_other,business,5954.0,below_100,below_7y,2,female:divorced_or_married,none,1,real_estate,41.0,bank,own,2,unskilled_resident,1,no,yes,good
below_0,36,curr_loans_paid_duly,education,1977.0,unknown_no_saving_acc,above_7y,4,male:single,none,4,unknown_or_no_property,40.0,none,own,1,management_or_self_emp,1,yes,yes,bad
below_0,12,risky_acc_or_curr_loan_other,car_used,1526.0,below_100,above_7y,4,male:single,none,4,unknown_or_no_property,66.0,none,for_free,2,management_or_self_emp,1,no,yes,good
below_0,42,curr_loans_paid_duly,,,below_100,below_1y,4,male:single,none,3,car_or_other,,none,own,1,skilled_official,1,no,yes,bad
below_200,11,delay_in_past,radio_tv,4771.0,below_100,below_7y,2,male:single,none,4,life_insurance_or_aggreements,51.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,54,no_loan_or_paid_duly_other,car_used,9436.0,unknown_no_saving_acc,below_4y,2,male:single,none,2,life_insurance_or_aggreements,39.0,none,own,1,unskilled_resident,2,no,yes,good
below_200,30,curr_loans_paid_duly,furniture_equipment,3832.0,below_100,below_1y,2,male:married_or_widowed,none,1,life_insurance_or_aggreements,22.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,24,curr_loans_paid_duly,radio_tv,5943.0,unknown_no_saving_acc,below_1y,1,female:divorced_or_married,none,1,car_or_other,44.0,none,own,2,skilled_official,1,yes,yes,bad
no_cheking_acc,15,curr_loans_paid_duly,radio_tv,1213.0,below_1000,above_7y,4,male:single,none,3,life_insurance_or_aggreements,47.0,store,own,1,skilled_official,1,yes,yes,good
no_cheking_acc,18,curr_loans_paid_duly,business,1568.0,below_500,below_4y,3,female:divorced_or_married,none,4,life_insurance_or_aggreements,24.0,none,rent,1,unskilled_resident,1,no,yes,good
below_0,24,curr_loans_paid_duly,others,1755.0,below_100,above_7y,4,female:divorced_or_married,guarantor,4,real_estate,58.0,none,own,1,unskilled_resident,1,yes,yes,good
below_0,10,curr_loans_paid_duly,radio_tv,2315.0,below_100,above_7y,3,male:single,none,4,real_estate,52.0,none,own,1,unskilled_resident,1,no,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,business,1412.0,below_100,below_4y,4,female:divorced_or_married,guarantor,2,real_estate,29.0,none,own,2,management_or_self_emp,1,yes,yes,good
below_200,18,risky_acc_or_curr_loan_other,furniture_equipment,1295.0,below_100,below_1y,4,female:divorced_or_married,none,1,life_insurance_or_aggreements,27.0,none,own,2,skilled_official,1,no,yes,good
below_200,36,curr_loans_paid_duly,education,12612.0,below_500,below_4y,1,male:single,none,4,unknown_or_no_property,47.0,none,for_free,1,skilled_official,2,yes,yes,bad
below_0,18,curr_loans_paid_duly,car_new,2249.0,below_500,below_7y,4,male:single,none,3,car_or_other,30.0,none,own,1,management_or_self_emp,2,yes,yes,good
below_0,12,no_loan_or_paid_duly_other,repairs,1108.0,below_100,below_7y,4,male:single,none,3,real_estate,28.0,none,own,2,skilled_official,1,no,yes,bad
no_cheking_acc,12,risky_acc_or_curr_loan_other,radio_tv,618.0,below_100,above_7y,4,male:single,none,4,real_estate,56.0,none,own,1,skilled_official,1,no,yes,good
below_0,12,risky_acc_or_curr_loan_other,car_used,1409.0,below_100,above_7y,4,male:single,none,3,real_estate,54.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,radio_tv,797.0,unknown_no_saving_acc,above_7y,4,female:divorced_or_married,none,3,life_insurance_or_aggreements,33.0,bank,own,1,unskilled_resident,2,no,yes,bad
above:200,24,risky_acc_or_curr_loan_other,furniture_equipment,3617.0,unknown_no_saving_acc,above_7y,4,male:single,co_applicant,4,unknown_or_no_property,20.0,none,rent,2,skilled_official,1,no,yes,good
below_200,12,curr_loans_paid_duly,car_new,1318.0,above_1000,above_7y,4,male:single,none,4,real_estate,54.0,none,own,1,skilled_official,1,yes,yes,good
below_200,54,no_loan_or_paid_duly_other,business,15945.0,below_100,below_1y,3,male:single,none,4,unknown_or_no_property,58.0,none,rent,1,skilled_official,1,yes,yes,bad
no_cheking_acc,12,risky_acc_or_curr_loan_other,education,2012.0,unknown_no_saving_acc,below_7y,4,female:divorced_or_married,none,2,car_or_other,61.0,none,own,1,skilled_official,1,no,yes,good
below_200,18,curr_loans_paid_duly,business,2622.0,below_500,below_4y,4,male:single,none,4,car_or_other,34.0,none,own,1,skilled_official,1,no,yes,good
below_200,36,risky_acc_or_curr_loan_other,radio_tv,2337.0,below_100,above_7y,4,male:single,none,4,real_estate,36.0,none,own,1,skilled_official,1,no,yes,good
below_200,20,delay_in_past,car_used,7057.0,unknown_no_saving_acc,below_7y,3,male:single,none,4,life_insurance_or_aggreements,36.0,bank,rent,2,management_or_self_emp,2,yes,yes,good
no_cheking_acc,24,curr_loans_paid_duly,car_new,1469.0,below_500,above_7y,4,male:married_or_widowed,none,4,real_estate,41.0,none,rent,1,unskilled_resident,1,no,yes,good
below_200,36,curr_loans_paid_duly,,,below_100,below_7y,4,male:single,none,4,car_or_other,,none,rent,1,skilled_official,1,no,yes,good
no_cheking_acc,6,delay_in_past,radio_tv,932.0,below_100,below_4y,3,female:divorced_or_married,none,2,real_estate,24.0,none,own,1,skilled_official,1,no,yes,good
below_200,9,risky_acc_or_curr_loan_other,furniture_equipment,1919.0,below_100,below_7y,4,male:single,none,3,car_or_other,35.0,none,rent,1,skilled_official,1,yes,yes,good
no_cheking_acc,12,curr_loans_paid_duly,car_used,2445.0,unknown_no_saving_acc,below_1y,2,male:married_or_widowed,none,4,car_or_other,26.0,none,rent,1,skilled_official,1,yes,yes,good
below_200,24,risky_acc_or_curr_loan_other,others,11938.0,below_100,below_4y,2,male:single,co_applicant,3,car_or_other,39.0,none,own,2,management_or_self_emp,2,yes,yes,bad
no_cheking_acc,18,paid_duly_this_bank,car_new,6458.0,below_100,above_7y,2,male:single,none,4,unknown_or_no_property,39.0,bank,own,2,management_or_self_emp,2,yes,yes,bad
below_200,12,curr_loans_paid_duly,car_new,6078.0,below_100,below_7y,2,male:single,none,2,car_or_other,32.0,none,own,1,skilled_official,1,no,yes,good
below_0,24,curr_loans_paid_duly,furniture_equipment,7721.0,unknown_no_saving_acc,below_1y,1,female:divorced_or_married,none,2,life_insurance_or_aggreements,30.0,none,own,1,skilled_official,1,yes,no,good
below_200,14,curr_loans_paid_duly,business,1410.0,below_1000,above_7y,1,male:married_or_widowed,none,2,real_estate,35.0,none,own,1,skilled_official,1,yes,yes,good
below_200,6,delay_in_past,business,1449.0,below_500,above_7y,1,male:divorced,none,2,car_or_other,31.0,bank,own,2,skilled_official,2,no,yes,good
above:200,15,curr_loans_paid_duly,education,392.0,below_100,below_1y,4,female:divorced_or_married,none,4,life_insurance_or_aggreements,23.0,none,rent,1,skilled_official,1,yes,yes,good
below_200,18,curr_loans_paid_duly,car_new,6260.0,below_100,below_7y,3,male:single,none,3,real_estate,28.0,none,rent,1,unskilled_resident,1,no,yes,good
no_cheking_acc,36,risky_acc_or_curr_loan_other,car_new,7855.0,below_100,below_4y,4,female:divorced_or_married,none,2,real_estate,25.0,store,own,2,skilled_official,1,yes,yes,bad
below_0,12,curr_loans_paid_duly,radio_tv,1680.0,below_1000,above_7y,3,male:married_or_widowed,none,1,real_estate,35.0,none,own,1,skilled_official,1,no,yes,good
no_cheking_acc,48,risky_acc_or_curr_loan_other,radio_tv,3578.0,unknown_no_saving_acc,above_7y,4,male:single,none,1,real_estate,47.0,none,own,1,skilled_official,1,yes,yes,good
below_0,42,curr_loans_paid_duly,radio_tv,7174.0,unknown_no_saving_acc,below_7y,4,female:divorced_or_married,none,3,car_or_other,30.0,none,own,1,management_or_self_emp,1,yes,yes,bad
below_0,10,risky_acc_or_curr_loan_other,furniture_equipment,2132.0,unknown_no_saving_acc,below_1y,2,female:divorced_or_married,co_applicant,3,real_estate,27.0,none,rent,2,skilled_official,1,no,no,good
below_0,33,risky_acc_or_curr_loan_other,furniture_equipment,4281.0,below_1000,below_4y,1,female:divorced_or_married,none,4,car_or_other,23.0,none,own,2,skilled_official,1,no,yes,bad
below_200,12,risky_acc_or_curr_loan_other,car_new,2366.0,below_1000,below_7y,3,male:divorced,none,3,car_or_other,36.0,none,own,1,management_or_self_emp,1,yes,yes,good
below_0,21,curr_loans_paid_duly,radio_tv,1835.0,below_100,below_4y,3,female:divorced_or_married,none,2,real_estate,25.0,none,own,2,skilled_official,1,yes,yes,bad
no_cheking_acc,24,risky_acc_or_curr_loan_other,car_used,3868.0,below_100,above_7y,4,female:divorced_or_married,none,2,car_or_other,41.0,none,rent,2,management_or_self_emp,1,yes,yes,good
no_cheking_acc,12,curr_loans_paid_duly,furniture_equipment,1768.0,below_100,below_4y,3,male:single,none,2,real_estate,24.0,none,rent,1,unskilled_resident,1,no,yes,good
above:200,10,risky_acc_or_curr_loan_other,car_new,781.0,below_100,above_7y,4,male:single,none,4,unknown_or_no_property,63.0,none,for_free,2,skilled_official,1,yes,yes,good
below_200,18,curr_loans_paid_duly,furniture_equipment,1924.0,unknown_no_saving_acc,below_1y,4,female:divorced_or_married,none,3,real_estate,27.0,none,rent,1,skilled_official,1,no,yes,bad
below_0,12,risky_acc_or_curr_loan_other,car_new,2121.0,below_100,below_4y,4,male:single,none,2,life_insurance_or_aggreements,30.0,none,own,2,skilled_official,1,no,yes,good
below_0,12,curr_loans_paid_duly,radio_tv,701.0,below_100,below_4y,4,male:married_or_widowed,none,2,real_estate,40.0,none,own,1,unskilled_resident,1,no,yes,good
below_200,12,curr_loans_paid_duly,repairs,639.0,below_100,below_4y,4,male:single,none,2,car_or_other,30.0,none,own,1,skilled_official,1,no,yes,bad
below_200,12,risky_acc_or_curr_loan_other,car_used,1860.0,below_100,unemployed,4,male:single,none,2,car_or_other,34.0,none,own,2,management_or_self_emp,1,yes,yes,good
below_0,12,risky_acc_or_curr_loan_other,car_new,3499.0,below_100,below_4y,3,female:divorced_or_married,co_applicant,2,real_estate,29.0,none,own,2,skilled_official,1,no,yes,bad
below_200,48,curr_loans_paid_duly,car_new,8487.0,unknown_no_saving_acc,below_7y,1,female:divorced_or_married,none,2,car_or_other,24.0,none,own,1,skilled_official,1,no,yes,good
below_0,36,delay_in_past,education,6887.0,below_100,below_4y,4,male:single,none,3,life_insurance_or_aggreements,29.0,store,own,1,skilled_official,1,yes,yes,bad
no_cheking_acc,15,curr_loans_paid_duly,furniture_equipment,2708.0,below_100,below_1y,2,male:single,none,3,life_insurance_or_aggreements,27.0,bank,own,2,unskilled_resident,1,no,yes,good
no_cheking_acc,18,curr_loans_paid_duly,furniture_equipment,1984.0,below_100,below_4y,4,male:single,none,4,unknown_or_no_property,47.0,bank,for_free,2,skilled_official,1,no,yes,good
no_cheking_acc,60,curr_loans_paid_duly,radio_tv,10144.0,below_500,below_7y,2,female:divorced_or_married,none,4,real_estate,21.0,none,own,1,skilled_official,1,yes,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,radio_tv,1240.0,unknown_no_saving_acc,above_7y,4,female:divorced_or_married,none,2,real_estate,38.0,none,own,2,skilled_official,1,yes,yes,good
no_cheking_acc,27,delay_in_past,,,above_1000,below_4y,2,male:single,none,2,car_or_other,,none,own,2,skilled_official,1,no,yes,good
below_200,12,curr_loans_paid_duly,radio_tv,766.0,below_1000,below_4y,4,male:single,none,3,real_estate,66.0,none,own,1,unskilled_resident,1,no,yes,bad
below_200,15,risky_acc_or_curr_loan_other,radio_tv,2728.0,unknown_no_saving_acc,below_7y,4,male:single,guarantor,2,real_estate,35.0,bank,own,3,skilled_official,1,yes,yes,good
above:200,12,curr_loans_paid_duly,radio_tv,1881.0,below_100,below_4y,2,female:divorced_or_married,none,2,car_or_other,44.0,none,rent,1,unskilled_resident,1,yes,yes,good
above:200,6,curr_loans_paid_duly,car_new,709.0,above_1000,below_1y,2,male:married_or_widowed,none,2,real_estate,27.0,none,own,1,unemployed_non_resident,1,no,no,good
below_200,36,curr_loans_paid_duly,radio_tv,4795.0,below_100,below_1y,4,female:divorced_or_married,none,1,unknown_or_no_property,30.0,none,own,1,management_or_self_emp,1,yes,yes,good
below_0,27,curr_loans_paid_duly,radio_tv,3416.0,below_100,below_4y,3,male:single,none,2,car_or_other,27.0,none,own,1,management_or_self_emp,1,no,yes,good
below_0,18,curr_loans_paid_duly,furniture_equipment,2462.0,below_100,below_4y,2,male:single,none,2,car_or_other,22.0,none,own,1,skilled_official,1,no,yes,bad
no_cheking_acc,21,risky_acc_or_curr_loan_other,furniture_equipment,2288.0,below_100,below_1y,4,female:divorced_or_married,none,4,life_insurance_or_aggreements,23.0,none,own,1,skilled_official,1,yes,yes,good
below_200,48,paid_duly_this_bank,business,3566.0,below_500,below_7y,4,male:single,none,2,car_or_other,30.0,none,own,1,skilled_official,1,no,yes,good
below_0,6,risky_acc_or_curr_loan_other,car_new,860.0,below_100,above_7y,1,female:divorced_or_married,none,4,unknown_or_no_property,39.0,none,own,2,skilled_official,1,yes,yes,good
no_cheking_acc,12,risky_acc_or_curr_loan_other,car_new,682.0,below_500,below_7y,4,female:divorced_or_married,none,3,car_or_other,51.0,none,own,2,skilled_official,1,yes,yes,good
below_0,36,risky_acc_or_curr_loan_other,furniture_equipment,5371.0,below_100,below_4y,3,male:single,guarantor,2,life_insurance_or_aggreements,28.0,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,18,risky_acc_or_curr_loan_other,radio_tv,1582.0,above_1000,above_7y,4,male:single,none,4,car_or_other,46.0,none,own,2,skilled_official,1,no,yes,good
no_cheking_acc,6,curr_loans_paid_duly,radio_tv,1346.0,below_500,above_7y,2,male:single,none,4,unknown_or_no_property,42.0,bank,for_free,1,skilled_official,2,yes,yes,good
no_cheking_acc,10,curr_loans_paid_duly,radio_tv,1924.0,below_100,below_4y,1,male:single,none,4,life_insurance_or_aggreements,38.0,none,own,1,skilled_official,1,yes,no,good
above:200,36,curr_loans_paid_duly,radio_tv,5848.0,below_100,below_4y,4,male:single,none,1,car_or_other,24.0,none,own,1,skilled_official,1,no,yes,good
below_200,24,risky_acc_or_curr_loan_other,car_used,7758.0,above_1000,above_7y,2,female:divorced_or_married,none,4,unknown_or_no_property,29.0,none,rent,1,skilled_official,1,no,yes,good
below_200,24,delay_in_past,business,6967.0,below_500,below_7y,4,male:single,none,4,car_or_other,36.0,none,rent,1,management_or_self_emp,1,yes,yes,good
